HCP_ID,HCP_Name,Address_Line1,City,State,ZIP,Specialty,Influence_Score,Bridge_Score,Eigenvector_Score,Final_Segment,Patients_Treated,Patients_Prescribed,Patients_Diagnosed,Patients_Count,Mistreated_Patients,Affiliation,HCO_ID,Email,Region,Territory,Territory_Name,Latitude,Longitude,Cluster_ID,Incoming_Referrals,Outgoing_Referrals
1821056789,JAMES DANIEL GEYER,100 RICE MINE ROAD LOOP,TUSCALOOSA,AL,35406,Sleep Specialists,7.9,4.06,7.17,Key Influencer,0,34,15,15,5,ALABAMA NEUROLOGY AND SLEEP MEDICINE,9000070,james.geyer@email.com,Southeast,2130007,"Birmingham, AL",33.33194,-87.4683,2,5,15
1063480499,MARK GERARD HICKEY,950 SPRUCE ST,LOUISVILLE,CO,80027,Sleep Specialists,5.97,8.92,1.68,Diagnoser,0,27,2,2,5,REMHEALTH,9001406,mark.hickey@email.com,Midwest,2140007,"Salt Lake City, UT",39.9508,-105.16354,7,0,2
1144712597,REBECA LAUREN MAYNARD,2705 N LEBANON ST,LEBANON,IN,46052,Sleep Specialists,4.59,1.62,1.06,Key Influencer,0,10,2,2,8,WITHAM HEALTH SERVICES,9001895,rebeca.maynard@email.com,Midwest,2140006,"Indianapolis, IN",40.04448,-86.46086,1,0,2
1396782694,David Kay Robinson,6701 HERITAGE PKWY,ROCKWALL,TX,75087,PCP,4.33,3.26,9.56,Bridger,0,10,1,1,8,BAYLOR SCOTT AND WHITE HEALTH,9000188,david.robinson@email.com,South Central,2150006,"Dallas, TX",32.94581,-96.44136,3,2,1
1649690710,Jessica Ann Davis,1709 UNION AVE,NATRONA HEIGHTS,PA,15065,Other Specialists,2.32,5.46,4.5,Key Influencer,0,16,2,2,7,ALLEGHENY HEALTH NETWORK,9000086,jessica.davis@email.com,Mid Atlantic,2120007,"Pittsburgh, PA",40.64192,-79.72766,1,1,2
1760996011,Linda Jean Williams,834 W MEETING ST,LANCASTER,SC,29720,Psychologist,3.48,1.37,6.15,Diagnoser,0,31,1,1,3,MEDICAL UNIVERSITY OF SOUTH CAROLINA MEDICAL CENTER,9000982,linda.williams@email.com,Southeast,2130002,"Charleston, SC",34.74265,-80.73684,4,0,1
1609861244,CHUN BAI,65 JAMES ST,EDISON,NJ,8820,Sleep Specialists,1.1,4.36,1.71,Prescriber,0,21,1,1,6,HACKENSACK MERIDIAN HEALTH,9000682,chun.bai@email.com,Unrecognized,,Unrecognized,,,2,3,1
1366440596,Donna Ann Hill,2460 NW STEWART PKWY,ROSEBURG,OR,97471,Sleep Specialists,5.4,2.09,9.55,Diagnoser,0,32,4,4,9,CENTENNIAL MEDICAL GROUP,9000307,donna.hill@email.com,West,2160002,"Portland, OR",43.22215,-123.47486,3,1,4
1619387040,Mark Lynn Hill,911 EMERSON AVE,PARKERSBURG,WV,26104,Pulmonologist,1.3,1.4,6.34,Diagnoser,0,32,1,1,4,THE COUNSELING HOUSE LLC,9001681,mark.hill@email.com,Mid Atlantic,2120007,"Pittsburgh, PA",39.27413,-81.47779,7,0,1
1902495278,NICOLE MARIE BADE,1701 E 23RD AVE,HUTCHINSON,KS,67502,Sleep Specialists,3.15,8.82,6.26,Diagnoser,0,34,1,1,4,HUTCHINSON REGIONAL MEDICAL CENTER,9000773,nicole.bade@email.com,South Central,2150004,"Saint Louis, MO",38.12146,-97.92673,5,0,1
1538154141,JAMES LEAHY SULLIVAN,680 E FREMONT MEDICAL PARK DR,FREMONT,NE,68025,Sleep Specialists,6.12,2.03,3.5,Bridger,0,35,1,1,4,METHODIST HEALTH SYSTEM,9001002,james.sullivan@email.com,Midwest,2140001,Iowa/Nebraska,41.43749,-96.49158,2,0,1
1386051068,Paul Kay King,315 E WARWICK DR,ALMA,MI,48801,NP/PA,7.24,8.81,6.69,Referrer,0,4,1,1,9,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,9001807,paul.king@email.com,Midwest,2140005,"Detroit, MI",43.37871,-84.67667,1,1,1
1043474745,ANKOOR BHARAT SONI,200 ARNET ST,YPSILANTI,MI,48198,Sleep Specialists,5.66,3.03,9.2,Referrer,0,32,1,1,1,PACKARD HEALTH,9001219,ankoor.soni@email.com,Midwest,2140005,"Detroit, MI",42.27519,-83.58822,4,1,1
1831547066,Jessica Paul Wright,2150 W INDIAN SCHOOL RD,PHOENIX,AZ,85015,Psychologist,8.66,3.1,7.04,Bridger,0,3,1,1,8,CARELOCK LLC,9000284,jessica.wright@email.com,South Central,2150001,"Phoenix, AZ",33.50908,-112.10184,2,0,1
1467439265,RICARDO C AGUILAR,2515 CASTROVILLE RD,SAN ANTONIO,TX,78237,PCP,1.1,4.6,8.52,Referrer,0,11,1,1,5,DIA HEALTH,9000492,ricardo.aguilar@email.com,South Central,2150005,"San Antonio, TX",29.42079,-98.56832,4,0,1
1164408472,DAVID RAY RALSTON,5300 N MEADOWS DR,GROVE CITY,OH,43123,Sleep Specialists,4.67,8.04,8.79,Referrer,0,28,6,7,6,TRINITY HEALTH,9001758,david.ralston@email.com,Mid Atlantic,2120001,"Columbus, OH",39.86801,-83.12088,4,2,7
1760431159,Joshua Grace Harris,3800 GAYLORD PKWY,FRISCO,TX,75034,Other Specialists,1.88,2.79,7.57,Bridger,0,9,0,1,2,STAR SLEEP AND WELLNESS,9001610,joshua.harris@email.com,South Central,2150006,"Dallas, TX",33.12084,-96.83778,1,0,1
1760604508,DELANO SORIANO FABRO,6701 HERITAGE PKWY,ROCKWALL,TX,75087,Sleep Specialists,4.04,4.72,4.38,Referrer,0,1,1,1,4,BAYLOR SCOTT AND WHITE HEALTH,9000188,delano.fabro@email.com,South Central,2150006,"Dallas, TX",32.94581,-96.44136,5,0,1
1023097680,Joshua Grace Torres,3931 LOUISIANA AVE S,SAINT LOUIS PARK,MN,55426,Other Specialists,3.21,8.37,9.04,Diagnoser,2,21,1,2,2,HEALTHPARTNERS INC,9000714,joshua.torres@email.com,Midwest,2140002,Minnesota,44.95635,-93.38139,5,1,2
1508868241,LEWIS REUEL KLINE,1709 UNION AVE,NATRONA HEIGHTS,PA,15065,Sleep Specialists,7.16,7.35,2.2,Key Influencer,0,7,1,1,10,ALLEGHENY HEALTH NETWORK,9000086,lewis.kline@email.com,Mid Atlantic,2120007,"Pittsburgh, PA",40.64192,-79.72766,7,2,1
1396388369,Lisa James Martinez,753 POINTE BASSE DR,SAINTE GENEVIEVE,MO,63670,Other Specialists,4.5,3.95,6.7,Bridger,0,25,0,1,9,SAINTE GENEVIEVE COUNTY MEMORIAL HOSPITAL,9001475,lisa.martinez@email.com,South Central,2150004,"Saint Louis, MO",37.89667,-90.16245,6,1,1
1801868153,ROBBIE DONALD BUECHLER,834 W MEETING ST,LANCASTER,SC,29720,Sleep Specialists,2.82,7.27,6.75,Referrer,0,16,7,7,7,MEDICAL UNIVERSITY OF SOUTH CAROLINA MEDICAL CENTER,9000982,robbie.buechler@email.com,Southeast,2130002,"Charleston, SC",34.74265,-80.73684,3,1,7
1497060644,SHERRI KAY MATHIES,3 E MAIN ST,WASHINGTON,IN,47501,Sleep Specialists,3.9,1.44,5.57,Referrer,0,28,1,1,4,WRIGHT AND WILLIS LLC,9001903,sherri.mathies@email.com,Mid Atlantic,2120005,"Louisville, KY",38.66139,-87.17479,2,0,1
1407832868,RAZVAN I GOSMAN,2460 NW STEWART PKWY,ROSEBURG,OR,97471,Sleep Specialists,3.71,8.14,1.96,Key Influencer,0,8,1,1,7,CENTENNIAL MEDICAL GROUP,9000307,razvan.gosman@email.com,West,2160002,"Portland, OR",43.22215,-123.47486,7,1,1
1346611449,Susan Grace Davis,2300 BIDDLE AVE,WYANDOTTE,MI,48192,Sleep Specialists,9.13,3.68,2.04,Referrer,0,14,1,1,4,DOWNRIVER MEDICAL ASSOCIATES,9000505,susan.davis@email.com,Midwest,2140005,"Detroit, MI",42.21156,-83.15654,3,0,1
1417470824,BRIAN HARDMAN,911 EMERSON AVE,PARKERSBURG,WV,26104,Sleep Specialists,1.46,3.44,9.28,Referrer,0,23,1,1,8,THE COUNSELING HOUSE LLC,9001681,brian.hardman@email.com,Mid Atlantic,2120007,"Pittsburgh, PA",39.27413,-81.47779,1,0,1
1659786879,JEFFREY CHASE CORNETT,305 LANGDON ST,SOMERSET,KY,42503,Sleep Specialists,3.65,5.4,3.76,Key Influencer,0,17,0,1,6,LIFEPOINT HEALTH,9000893,jeffrey.cornett@email.com,Mid Atlantic,2120005,"Louisville, KY",37.15677,-84.52511,3,0,1
1730270653,Karen Marie Harris,736 E BULLARD AVE,FRESNO,CA,93710,Sleep Specialists,7.92,2.78,4.22,Bridger,0,6,1,1,5,DR BHATIAS NEUROPAIN MEDICAL CENTER,9000508,karen.harris@email.com,West,2160007,"San Jose, CA",36.82335,-119.76251,1,0,1
1629463237,ANNE MARIE COLLUM,3521 NW SAMARITAN DR,CORVALLIS,OR,97330,Sleep Specialists,6.03,2.91,2.11,Bridger,0,15,1,1,2,SAMARITAN HEALTH SERVICES,9001480,anne.collum@email.com,West,2160002,"Portland, OR",44.63796,-123.27814,2,1,1
1205867082,ZUBAIR AHMED SHAIKH,315 E WARWICK DR,ALMA,MI,48801,Sleep Specialists,9.91,1.86,3.38,Referrer,0,0,3,3,8,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,9001807,zubair.shaikh@email.com,Midwest,2140005,"Detroit, MI",43.37871,-84.67667,4,1,3
1467592808,Kimberly Marie Young,4444 W 76TH ST,EDINA,MN,55435,Sleep Specialists,5.92,5.09,6.35,Key Influencer,0,14,1,1,4,PSYCHIATRIC FIDELITY TMS CENTRE,9001324,kimberly.young@email.com,Midwest,2140002,Minnesota,44.87343,-93.3347,6,0,1
1245434240,Mark Blake White,7430 WENTWORTH AVE,RICHFIELD,MN,55423,Other Specialists,2.89,2.35,8.39,Diagnoser,0,7,1,3,1,MENDING MENTAL HEALTH,9000990,mark.white@email.com,Midwest,2140002,Minnesota,44.87663,-93.28144,7,0,3
1083751846,JONATHAN CHESUN JUN,5501 HOPKINS BAYVIEW CIR,BALTIMORE,MD,21224,Sleep Specialists,6.37,9.63,3.73,Prescriber,0,12,1,1,10,JOHNS HOPKINS HEALTH SYSTEM,9000840,jonathan.jun@email.com,Mid Atlantic,2120002,"Baltimore, MD",39.28309,-76.54088,4,0,1
1942272554,Betty Jean Scott,1111 6TH AVE,DES MOINES,IA,50314,Sleep Specialists,7.21,3.14,7.14,Diagnoser,0,0,2,3,1,TRINITY HEALTH,9001758,betty.scott@email.com,Midwest,2140001,Iowa/Nebraska,41.6049,-93.63102,6,0,3
1265693881,CINDY MARIE BROWN,2150 W INDIAN SCHOOL RD,PHOENIX,AZ,85015,Sleep Specialists,4.68,2.44,7.0,Prescriber,1,0,1,1,8,CARELOCK LLC,9000284,cindy.brown@email.com,South Central,2150001,"Phoenix, AZ",33.50908,-112.10184,2,0,1
1538723465,Jennifer Claire Moore,216 E PULASKI HWY,ELKTON,MD,21921,PCP,1.55,7.93,6.09,Referrer,0,10,1,1,1,AARON JOSHUA N OFFICE,9000012,jennifer.moore@email.com,Mid Atlantic,2120002,"Baltimore, MD",39.62568,-75.85904,7,0,1
1083680235,NARAYAN PRASAD VERMA,31150 HOOVER RD,WARREN,MI,48093,Sleep Specialists,7.49,4.84,1.02,Diagnoser,0,10,5,6,1,BG TRI COUNTY NEUROLOGY AND SLEEP CLINIC,9000212,narayan.verma@email.com,Midwest,2140005,"Detroit, MI",42.51483,-83.01554,5,6,6
1669976569,Susan Grace Brown,1115 RONALD REAGAN PKWY,AVON,IN,46123,Sleep Specialists,1.33,4.47,8.6,Diagnoser,0,12,2,2,1,INDIANA UNIVERSITY HEALTH,9000787,susan.brown@email.com,Midwest,2140006,"Indianapolis, IN",39.76502,-86.40015,2,2,2
1407968290,VICTOR W ROSENFELD,7001 HODGSON MEMORIAL DR,SAVANNAH,GA,31406,Sleep Specialists,5.94,1.04,2.99,Prescriber,0,25,4,4,5,ROSENFELD NEUROLOGY SLEEP LLC,9001447,victor.rosenfeld@email.com,Southeast,2130002,"Charleston, SC",31.97783,-81.08517,3,2,4
1649204926,BRENT EDWARD STEVENSON,3800 GAYLORD PKWY,FRISCO,TX,75034,Sleep Specialists,6.48,1.35,1.36,Diagnoser,0,24,4,4,8,STAR SLEEP AND WELLNESS,9001610,brent.stevenson@email.com,South Central,2150006,"Dallas, TX",33.12084,-96.83778,7,1,4
1609966621,CHANDRA MOHAN GERA,39650 ORCHARD HILL PL,NOVI,MI,48375,Sleep Specialists,3.79,7.4,8.69,Bridger,0,16,2,2,9,PULMONARY AND CRITICAL CARE SPECIALISTS PC,9001336,chandra.gera@email.com,Midwest,2140005,"Detroit, MI",42.46537,-83.46385,2,2,2
1558757641,BETH LAURIE DOUGHERTY,3931 LOUISIANA AVE S,SAINT LOUIS PARK,MN,55426,Sleep Specialists,9.67,3.02,1.12,Key Influencer,0,18,1,1,1,HEALTHPARTNERS INC,9000714,beth.dougherty@email.com,Midwest,2140002,Minnesota,44.95635,-93.38139,6,0,1
1407871213,ROBIN S PARK,777 CRAIG RD,CREVE COEUR,MO,63141,Sleep Specialists,2.25,1.11,6.28,Key Influencer,0,6,1,1,3,SPARROW PSYCHOLOGICAL SERVICES,9001599,robin.park@email.com,South Central,2150004,"Saint Louis, MO",38.65751,-90.45904,2,0,1
1477565893,SANDRA S HOFFMANN,753 POINTE BASSE DR,SAINTE GENEVIEVE,MO,63670,Sleep Specialists,4.93,3.62,7.57,Bridger,0,14,1,1,1,SAINTE GENEVIEVE COUNTY MEMORIAL HOSPITAL,9001475,sandra.hoffmann@email.com,South Central,2150004,"Saint Louis, MO",37.89667,-90.16245,5,0,1
1093826661,Thomas Lee Robinson,513 BROOKWOOD BLVD,BIRMINGHAM,AL,35209,PCP,9.67,3.46,4.89,Diagnoser,0,28,1,1,1,BIRMINGHAM RHEUMATOLOGY,9000216,thomas.robinson@email.com,Southeast,2130007,"Birmingham, AL",33.46507,-86.81107,6,1,1
1104078468,DESIREE AARON WASHBURN,1890 AL HIGHWAY 157,CULLMAN,AL,35058,Sleep Specialists,5.37,4.92,1.56,Prescriber,0,6,2,2,8,CULLMAN REGIONAL MEDICAL CENTER,9000460,desiree.washburn@email.com,Southeast,2130007,"Birmingham, AL",34.23082,-86.73265,2,0,2
1972953081,Michelle Cole Moore,1535 GULL RD,KALAMAZOO,MI,49048,PCP,8.57,4.93,8.12,Diagnoser,0,35,1,1,2,BEACON HEALTH SYSTEM,9000193,michelle.moore@email.com,Midwest,2140005,"Detroit, MI",42.27202,-85.49893,3,0,1
1992259303,ALEXIS LEIGH STINNETT,650 24TH AVE SW,NORMAN,OK,73069,NP/PA,6.23,9.29,9.94,Bridger,0,5,1,1,2,NORMAN REGIONAL HEALTH SYSTEM,9001127,alexis.stinnett@email.com,South Central,2150002,"Little Rock, AR",35.25028,-97.4633,5,1,1
1417494840,RENATA ARAUJO MOEN,14540 OLD SAINT AUGUSTINE RD,JACKSONVILLE,FL,32258,Sleep Specialists,3.47,7.55,9.76,Bridger,0,28,2,2,3,RESPIRATORY CARE AND SLEEP MEDICINE,9001410,renata.moen@email.com,Southeast,2130006,"Jacksonville, FL",30.13874,-81.54941,1,0,2
1104137967,Linda Blake Lee,256 SEABOARD LN,FRANKLIN,TN,37067,Neurology,8.84,2.96,1.73,Key Influencer,0,6,1,1,1,VERSAL PRO HEALTH ASSOCIATES,9001836,linda.lee@email.com,Mid Atlantic,2120003,"Nashville, TN",35.91314,-86.77461,6,0,1
1225395692,Michael Allen Lewis,7250 CLEARVISTA DR,INDIANAPOLIS,IN,46256,PCP,4.38,9.14,6.58,Prescriber,0,7,1,1,9,"COMMUNITY HEALTH NETWORK, INC",9000401,michael.lewis@email.com,Midwest,2140006,"Indianapolis, IN",39.90682,-86.01152,6,0,1
1578553301,GHAZWAN AMIR ATTO,2300 BIDDLE AVE,WYANDOTTE,MI,48192,Sleep Specialists,2.4,7.13,1.03,Referrer,0,1,2,2,5,DOWNRIVER MEDICAL ASSOCIATES,9000505,ghazwan.atto@email.com,Midwest,2140005,"Detroit, MI",42.21156,-83.15654,7,0,2
1275755399,ANNETTE F OKAI,6201 DALLAS PKWY,PLANO,TX,75024,Sleep Specialists,8.87,8.09,6.42,Bridger,0,4,1,1,4,NORTH TEXAS INSTITUTE OF NEUROLOGY AND HEADACHE,9001139,annette.okai@email.com,South Central,2150006,"Dallas, TX",33.07712,-96.80826,3,2,1
1912092156,PAUL TERRENCE MOORE,8722 GREENVILLE AVE,DALLAS,TX,75243,Sleep Specialists,8.75,8.5,1.75,Key Influencer,0,27,3,3,3,4 BETTER SLEEP CENTERS,9000005,paul.moore@email.com,South Central,2150006,"Dallas, TX",32.91232,-96.73633,6,1,3
1962583740,DAVID NICHOLAS BAKER,736 E BULLARD AVE,FRESNO,CA,93710,Sleep Specialists,6.8,7.79,8.68,Prescriber,0,3,1,1,2,DR BHATIAS NEUROPAIN MEDICAL CENTER,9000508,david.baker@email.com,West,2160007,"San Jose, CA",36.82335,-119.76251,6,0,1
1124067178,William Reed Martin,1425 STARR AVE,TOLEDO,OH,43605,Sleep Specialists,4.4,9.39,5.68,Bridger,0,34,1,1,7,UNISON HEALTH,9001779,william.martin@email.com,Mid Atlantic,2120006,"Cleveland, OH",41.64734,-83.50722,7,1,1
1497436265,MARIAH CECELIA GREENWOOD,365 MONTAUK AVE,NEW LONDON,CT,6320,Sleep Specialists,1.17,3.7,7.88,Diagnoser,0,29,1,1,3,YALE NEW HAVEN HEALTH SYSTEM,9001907,mariah.greenwood@email.com,Unrecognized,,Unrecognized,,,3,0,1
1841683695,ANGELA B GANN,3905 PEACH ST,FLORENCE,AL,35630,Sleep Specialists,4.74,5.2,1.52,Prescriber,0,35,2,2,3,THE LUNG CENTER PC,9001696,angela.gann@email.com,Mid Atlantic,2120003,"Nashville, TN",34.82526,-87.66018,7,1,2
1689879405,Mark Paul Clark,713 1/2 W 27TH ST,SCOTTSBLUFF,NE,69361,NP/PA,1.87,6.52,7.51,Referrer,0,8,1,1,6,COMPLETE CARE FAMILY PRACTICE,9000409,mark.clark@email.com,Midwest,2140001,Iowa/Nebraska,42.01254,-103.56802,1,0,1
1174757769,BRIAN HUMPHREY JOHNS,701 DECATUR AVE N,GOLDEN VALLEY,MN,55427,Sleep Specialists,7.06,9.36,1.63,Prescriber,0,13,1,1,10,ADVANCED BRAIN AND BODY CLINIC PLLC,9000037,brian.johns@email.com,Midwest,2140002,Minnesota,45.00665,-93.38031,1,0,1
1245019231,NICOLE RAE MISLIVEC,4444 W 76TH ST,EDINA,MN,55435,Sleep Specialists,2.05,5.34,3.47,Prescriber,0,8,1,1,7,PSYCHIATRIC FIDELITY TMS CENTRE,9001324,nicole.mislivec@email.com,Midwest,2140002,Minnesota,44.87343,-93.3347,6,0,1
1295447894,TRACY KIMBERLY NEWMAN,7430 WENTWORTH AVE,RICHFIELD,MN,55423,Sleep Specialists,1.04,9.12,9.75,Referrer,0,29,1,1,8,MENDING MENTAL HEALTH,9000990,tracy.newman@email.com,Midwest,2140002,Minnesota,44.87663,-93.28144,1,0,1
1477806800,David Allen Lee,100 ROGERS LN,SHELBY,OH,44875,Other Specialists,2.23,9.72,8.8,Bridger,0,14,1,1,2,JAG HEALTHCARE,9000829,david.lee@email.com,Mid Atlantic,2120006,"Cleveland, OH",40.88645,-82.6489,4,1,1
1609952407,WAYNE DAVID LEROY BENTHAM,3555 WILLOW LAKE BLVD,VADNAIS HEIGHTS,MN,55110,Sleep Specialists,8.56,7.17,2.44,Prescriber,1,35,1,1,3,THE REMEDY KETAMINE,9001711,wayne.bentham@email.com,Midwest,2140002,Minnesota,45.08961,-93.00418,3,0,1
1700860533,Susan Cole Sanchez,330 S GARDEN WAY,EUGENE,OR,97401,PCP,4.87,6.42,7.21,Prescriber,0,8,1,1,9,EMERALD SLEEP DISORDERS CENTER,9000535,susan.sanchez@email.com,West,2160002,"Portland, OR",44.06803,-123.08171,7,0,1
1679550503,JOHN MATTHEW WRIGHT,1111 6TH AVE,DES MOINES,IA,50314,Sleep Specialists,6.15,9.14,2.84,Key Influencer,0,24,2,2,6,TRINITY HEALTH,9001758,john.wright@email.com,Midwest,2140001,Iowa/Nebraska,41.6049,-93.63102,6,1,2
1801079462,Charles Ray Thomas,641 CAMPUS DR,ABINGDON,VA,24210,Sleep Specialists,8.26,1.12,8.29,Prescriber,0,27,1,1,2,HOLSTON MEDICAL GROUP PC,9000745,charles.thomas@email.com,Mid Atlantic,2120007,"Pittsburgh, PA",36.77231,-82.02244,4,0,1
1235172966,SETH LONDON IVINS,620 STANTON CHRISTIANA RD,NEWARK,DE,19713,Sleep Specialists,4.33,7.37,9.36,Key Influencer,0,17,1,1,3,SETH L IVINS MD LLC,9001509,seth.ivins@email.com,Northeast,2110005,"Philadelphia, PA",39.67097,-75.70972,2,2,1
1396703351,JOSHUA NEIL AARON,216 E PULASKI HWY,ELKTON,MD,21921,Sleep Specialists,2.41,5.06,7.78,Prescriber,0,20,3,3,7,AARON JOSHUA N OFFICE,9000012,joshua.aaron@email.com,Mid Atlantic,2120002,"Baltimore, MD",39.62568,-75.85904,2,0,3
1720124217,Kimberly Allen Brown,1215 KINWEST PKWY,IRVING,TX,75063,PCP,7.22,2.75,2.97,Bridger,0,15,1,1,4,SNI NEUROLOGY AND SLEEP,9001558,kimberly.brown@email.com,South Central,2150006,"Dallas, TX",32.90797,-96.9961,5,0,1
1457682478,JULIA LUVERNE BETTS,185 CHATEAU DR SW,HUNTSVILLE,AL,35801,Sleep Specialists,5.35,7.67,1.04,Prescriber,0,15,1,1,7,THE CLINIC FOR NEUROLOGY,9001680,julia.betts@email.com,Mid Atlantic,2120003,"Nashville, TN",34.72497,-86.56304,4,0,1
1912470824,Anthony Ann King,501 SEAVIEW AVE,STATEN ISLAND,NY,10305,PCP,9.19,2.14,8.0,Diagnoser,0,16,1,1,8,NORTHWELL HEALTH,9001149,anthony.king@email.com,Northeast,2110004,"Long Island, NY",40.59592,-74.07539,1,0,1
1063442994,ANIL ACHAEN,1115 RONALD REAGAN PKWY,AVON,IN,46123,Sleep Specialists,2.17,6.92,8.96,Diagnoser,0,31,3,3,4,INDIANA UNIVERSITY HEALTH,9000787,anil.achaen@email.com,Midwest,2140006,"Indianapolis, IN",39.76502,-86.40015,2,6,3
1396063293,RICHARD LUKE LUKOSE,301 S 7TH AVE,WEST READING,PA,19611,Sleep Specialists,2.29,7.44,3.9,Bridger,0,17,1,1,9,TOWER HEALTH,9001743,richard.lukose@email.com,Northeast,2110007,Central PA,40.32473,-75.9411,6,0,1
1407957343,CURTIS DELP GIVENS,12200 WARWICK BLVD,NEWPORT NEWS,VA,23601,Sleep Specialists,4.95,7.83,3.67,Diagnoser,0,14,0,1,6,RIVERSIDE HEALTH SYSTEM,9001433,curtis.givens@email.com,Mid Atlantic,2120004,"Norfolk, VA",37.05862,-76.46414,4,1,1
1831450444,Joshua Marie Rodriguez,10666 N TORREY PINES RD,LA JOLLA,CA,92037,Sleep Specialists,4.01,2.99,5.41,Prescriber,0,8,1,1,10,SCRIPPS HEALTH,9001495,joshua.rodriguez@email.com,West,2160004,"San Diego, CA",32.85257,-117.25104,2,0,1
1306846712,EDWARD WILLIAM TOBEY,5002 COWHORN CREEK RD,TEXARKANA,TX,75503,Sleep Specialists,1.03,2.64,5.94,Referrer,0,3,1,1,9,COLLOM AND CARNEY CLINIC ASSOCIATION,9000380,edward.tobey@email.com,South Central,2150002,"Little Rock, AR",33.51345,-94.13038,5,0,1
1164839965,BIKASH BHATTARAI,601 NORLAND AVE,CHAMBERSBURG,PA,17201,Sleep Specialists,6.33,8.38,8.82,Prescriber,2,25,2,2,1,WELLSPAN HEALTH,9001863,bikash.bhattarai@email.com,Northeast,2110007,Central PA,39.96229,-77.65677,6,0,2
1366460172,NANCY BENDER HAUSMAN,4100 LAKE DR SE,GRAND RAPIDS,MI,49546,Sleep Specialists,8.97,7.57,3.01,Bridger,0,22,3,3,10,COREWELL HEALTH,9000439,nancy.hausman@email.com,Midwest,2140005,"Detroit, MI",42.92815,-85.53629,1,3,3
